,ID,player_name,team,overall_innings,overall_runs,overall_notout,balls,centuries,thirties,fifties,zeros,overall_average,strike_rate,home_innings,away_innings,home_runs,home_not_out_count,home_average,total_home_ball_faced,home_strike_rate,home_zeros,home_30s,home_50s,home_100s,form_innings,form_runs,recent_zeros,recent_30s,recent_50s,recent_100s,recent_not_outs,form_average,total_recent_ball_faced,form_strike_rate,away_runs,away_not_out_count,away_average,total_away_ball_faced,away_strike_rate,away_zeros,away_30s,away_50s,away_100s
224,225,CS Martin,New Zealand,1,5,1,6,0,0,0,0,0,83.33333333,1,0,5,1,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,,,,,,,,,
225,226,GJ Hopkins,New Zealand,8,86,1,72,0,1,0,0,12.28571429,94.11825307,2,6,57,0,28.5,0,0,0,1,0,0,8,86,0,1,0,0,1,12.28571429,0,0,29,1,5.8,0,0,0,0,0,0
226,227,MN van Wyk,South Africa,7,225,1,163,1,0,1,0,37.5,104.5316964,7,0,225,1,37.5,0,0,0,0,1,1,7,225,0,0,1,1,1,37.5,0,0,,,,,,,,,
227,228,GH Bodi,South Africa,1,8,0,28,0,0,0,0,8,28.57142857,1,0,8,0,8,0,0,0,0,0,0,1,8,0,0,0,0,0,8,0,0,,,,,,,,,
228,229,DW Steyn,South Africa,11,21,6,27,0,0,0,2,4.2,78.46320346,5,6,8,3,4,0,0,1,0,0,0,10,20,2,0,0,0,5,4,0,0,13,3,4.333333333,0,0,1,0,0,0
229,230,BA Parchment,West Indies,1,10,0,6,0,0,0,0,10,166.6666667,0,1,,,,,,,,,,1,10,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0
230,231,DR Flynn,New Zealand,5,59,0,51,0,0,0,0,11.8,100.9398496,3,2,14,0,4.666666667,0,0,0,0,0,0,5,59,0,0,0,0,0,11.8,0,0,45,0,22.5,0,0,0,0,0,0
231,232,PA Hitchcock,New Zealand,1,13,0,11,0,0,0,0,13,118.1818182,1,0,13,0,13,0,0,0,0,0,0,1,13,0,0,0,0,0,13,0,0,,,,,,,,,
232,233,AC Voges,Australia,5,139,2,116,0,0,1,0,46.33333333,121.5509031,3,2,77,1,38.5,0,0,0,0,0,0,5,139,0,0,1,0,2,46.33333333,0,0,62,1,62,0,0,0,0,1,0
233,234,LA Pomersbach,Australia,1,15,0,7,0,0,0,0,15,214.2857143,1,0,15,0,15,0,0,0,0,0,0,1,15,0,0,0,0,0,15,0,0,,,,,,,,,
234,235,MJ Guptill,New Zealand,98,2939,10,2223,2,26,17,3,33.39772727,116.3916011,54,44,1836,5,37.46938776,0,0,2,16,13,1,10,358,1,3,2,0,0,35.8,0,0,1103,5,28.28205128,0,0,1,10,4,1
235,236,RE van der Merwe,South Africa,27,414,10,326,0,3,2,4,24.35294118,91.29515843,4,23,172,1,57.33333333,0,0,0,2,1,0,10,156,2,0,1,0,5,31.2,0,0,242,9,17.28571429,0,0,4,1,1,0
236,237,DA Warner,Australia,81,2265,10,1683,1,11,18,6,31.90140845,118.8541001,21,60,700,5,43.75,0,0,0,4,4,1,10,373,1,1,5,0,5,74.6,0,0,1565,5,28.45454545,0,0,6,7,14,0
237,238,DJ Hussey,Australia,36,756,3,636,0,7,3,4,22.90909091,96.4197595,9,27,210,1,26.25,0,0,0,3,0,0,10,134,1,1,0,0,0,13.4,0,0,546,2,21.84,0,0,4,4,3,0
238,239,CJ Ferguson,Australia,3,16,0,20,0,0,0,1,5.333333333,56.2962963,1,2,8,0,8,0,0,0,0,0,0,3,16,1,0,0,0,0,5.333333333,0,0,8,0,4,0,0,1,0,0,0
239,240,KO Otieno,Kenya,1,7,0,10,0,0,0,0,7,70,0,1,,,,,,,,,,1,7,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0
240,241,RG Aga,Kenya,13,157,2,142,0,1,1,0,14.27272727,89.31707343,3,10,46,1,23,0,0,0,0,0,0,10,118,0,1,1,0,1,13.11111111,0,0,111,1,12.33333333,0,0,0,1,1,0
241,242,WTS Porterfield,Ireland,52,946,8,896,0,10,3,5,21.5,91.77033608,10,42,192,2,24,0,0,1,1,1,0,10,165,0,2,0,0,0,16.5,0,0,754,6,20.94444444,0,0,4,9,2,0
242,243,GC Wilson,Ireland,60,1070,7,1047,0,9,3,4,20.18867925,89.14241273,12,48,231,1,21,0,0,1,3,0,0,10,74,0,0,0,0,1,8.222222222,0,0,839,6,19.97619048,0,0,3,6,3,0
243,244,NJ O'Brien,Ireland,22,346,2,365,0,3,0,0,17.3,92.91773064,4,18,31,0,7.75,0,0,0,0,0,0,10,173,0,1,0,0,1,19.22222222,0,0,315,2,19.6875,0,0,0,3,0,0
244,245,AC Botha,Ireland,7,75,1,84,0,0,0,2,12.5,74.84666594,1,6,22,0,22,0,0,0,0,0,0,7,75,2,0,0,0,1,12.5,0,0,53,1,10.6,0,0,2,0,0,0
245,246,AR White,Ireland,9,103,3,102,0,0,0,0,17.16666667,95.65669811,1,8,1,0,1,0,0,0,0,0,0,9,103,0,0,0,0,3,17.16666667,0,0,102,3,20.4,0,0,0,0,0,0
246,247,AR Cusack,Ireland,19,224,9,173,0,0,1,2,22.4,108.7207987,4,15,16,2,8,0,0,1,0,0,0,10,76,2,0,0,0,6,19,0,0,208,7,26,0,0,1,0,1,0
247,248,KJ O'Brien,Ireland,79,1540,10,1175,1,20,2,8,22.31884058,112.2581356,16,63,235,3,18.07692308,0,0,2,4,0,0,10,250,0,4,0,0,0,25,0,0,1305,7,23.30357143,0,0,6,16,2,1
248,249,DT Johnston,Ireland,14,211,4,162,0,1,1,1,21.1,110.2727373,2,12,15,1,15,0,0,0,0,0,0,10,180,0,1,1,0,3,25.71428571,0,0,196,3,21.77777778,0,0,1,1,1,0
249,250,RA Jadeja,India,22,217,9,200,0,1,0,2,16.69230769,104.0049867,8,14,49,1,7,0,0,2,0,0,0,10,127,1,1,0,0,6,31.75,0,0,168,8,28,0,0,0,1,0,0
250,251,NT Broom,New Zealand,7,73,1,68,0,1,0,0,12.16666667,99.76321298,2,5,11,0,5.5,0,0,0,0,0,0,7,73,0,1,0,0,1,12.16666667,0,0,62,1,15.5,0,0,0,1,0,0
251,252,MJ Mason,New Zealand,1,2,0,2,0,0,0,0,2,100,0,1,,,,,,,,,,1,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0
252,253,MC Henriques,Australia,11,220,4,164,0,1,2,0,31.42857143,120.0027107,7,4,137,3,34.25,0,0,0,1,1,0,10,219,0,1,2,0,4,36.5,0,0,83,1,27.66666667,0,0,0,0,1,0
253,254,PM Siddle,Australia,1,1,1,1,0,0,0,0,0,100,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,,,,,,,,
254,255,GD Elliott,New Zealand,15,171,7,159,0,0,0,0,21.375,108.6736285,5,10,51,2,17,0,0,0,0,0,0,10,116,0,0,0,0,6,29,0,0,120,5,24,0,0,0,0,0,0
255,256,SE Marsh,Australia,15,255,2,254,0,1,0,2,19.61538462,83.34096591,6,9,94,1,18.8,0,0,1,1,0,0,10,198,1,1,0,0,2,24.75,0,0,161,1,20.125,0,0,1,0,0,0
256,257,L Ronchi,Australia,25,359,5,263,0,5,1,5,17.95,104.6488237,7,18,111,2,22.2,0,0,3,1,1,0,10,51,4,0,0,0,2,6.375,0,0,248,3,16.53333333,0,0,2,4,0,0
257,258,XM Marshall,West Indies,13,183,0,195,0,2,0,2,14.07692308,77.01607509,1,12,36,0,36,0,0,0,1,0,0,10,109,2,1,0,0,0,10.9,0,0,147,0,12.25,0,0,2,1,0,0
258,259,WKD Perkins,West Indies,1,9,0,12,0,0,0,0,9,75,1,0,9,0,9,0,0,0,0,0,0,1,9,0,0,0,0,0,9,0,0,,,,,,,,,
259,260,ADS Fletcher,West Indies,43,823,7,768,0,4,6,6,22.86111111,81.90059761,15,28,223,2,17.15384615,0,0,2,0,2,0,10,174,1,2,1,0,2,21.75,0,0,600,5,26.08695652,0,0,4,4,4,0
260,261,EP Thompson,New Zealand,1,1,1,1,0,0,0,0,0,100,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,,,,,,,,
261,262,SE Findlay,West Indies,2,32,0,31,0,0,0,0,16,102.3109244,0,2,,,,,,,,,,2,32,0,0,0,0,0,16,0,0,32,0,16,0,0,0,0,0,0
262,263,KA Pollard,West Indies,65,1277,12,972,0,10,5,2,24.09433962,123.4331712,24,41,452,3,21.52380952,0,0,2,4,2,0,10,335,1,4,2,0,1,37.22222222,0,0,825,9,25.78125,0,0,0,6,3,0
263,264,SJ Benn,West Indies,7,37,4,42,0,0,0,2,12.33333333,100.0992063,3,4,19,1,9.5,0,0,0,0,0,0,7,37,2,0,0,0,4,12.33333333,0,0,18,3,18,0,0,2,0,0,0
264,265,HM Amla,South Africa,44,1277,10,991,0,11,8,2,37.55882353,111.5514254,14,30,373,3,33.90909091,0,0,0,3,2,0,10,331,1,0,4,0,4,55.16666667,0,0,904,7,39.30434783,0,0,2,8,6,0
265,266,VB van Jaarsveld,South Africa,3,15,0,23,0,0,0,1,5,40.95238095,1,2,3,0,3,0,0,0,0,0,0,3,15,1,0,0,0,0,5,0,0,12,0,6,0,0,1,0,0,0
266,267,ND McKenzie,South Africa,1,7,1,8,0,0,0,0,0,87.5,0,1,,,,,,,,,,1,7,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0
267,268,CS Baugh,West Indies,3,10,1,12,0,0,0,0,5,92.59259259,2,1,8,1,8,0,0,0,0,0,0,3,10,0,0,0,0,1,5,0,0,2,0,2,0,0,0,0,0,0
268,269,FH Edwards,West Indies,5,11,4,11,0,0,0,1,11,75,2,3,1,1,1,0,0,1,0,0,0,5,11,1,0,0,0,4,11,0,0,10,3,0,0,0,0,0,0,0
269,270,Shoaib Khan jnr,Pakistan,2,6,0,15,0,0,0,1,3,42.85714286,0,2,,,,,,,,,,2,6,1,0,0,0,0,3,0,0,6,0,3,0,0,1,0,0,0
270,271,ML Udawatte,Sri Lanka,7,71,0,75,0,0,0,2,10.14285714,70.49339549,2,5,11,0,5.5,0,0,1,0,0,0,7,71,2,0,0,0,0,10.14285714,0,0,60,0,12,0,0,1,0,0,0
271,272,K Weeraratne,Sri Lanka,4,45,3,37,0,0,0,0,45,112.2115385,1,3,10,1,0,0,0,0,0,0,0,4,45,0,0,0,0,3,45,0,0,35,2,35,0,0,0,0,0,0
272,273,Dhiman Ghosh,Bangladesh,1,1,1,2,0,0,0,0,0,50,0,1,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
273,274,Shahadat Hossain,Bangladesh,3,5,1,8,0,0,0,1,2.5,44.44444444,0,3,,,,,,,,,,3,5,1,0,0,0,1,2.5,0,0,5,1,2.5,0,0,1,0,0,0
274,275,BW Hilfenhaus,Australia,3,2,1,10,0,0,0,2,1,8.333333333,1,2,0,1,0,0,0,1,0,0,0,3,2,2,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0
275,276,SW Tait,Australia,6,11,3,15,0,0,0,1,3.666666667,72.22222222,3,3,3,2,3,0,0,0,0,0,0,6,11,1,0,0,0,3,3.666666667,0,0,8,1,4,0,0,1,0,0,0
276,277,LL Tsotsobe,South Africa,3,2,2,10,0,0,0,1,2,21.42857143,1,2,0,1,0,0,0,1,0,0,0,3,2,1,0,0,0,2,2,0,0,2,1,2,0,0,0,0,0,0
277,278,RK Kleinveldt,South Africa,2,25,1,11,0,0,0,0,25,187.5,2,0,25,1,25,0,0,0,0,0,0,2,25,0,0,0,0,1,25,0,0,,,,,,,,,
278,279,J Louw,South Africa,1,1,1,2,0,0,0,0,0,50,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,,,,,,,,
279,280,Raqibul Hasan,Bangladesh,5,51,0,63,0,0,0,0,10.2,72.93040293,0,5,,,,,,,,,,5,51,0,0,0,0,0,10.2,0,0,51,0,10.2,0,0,0,0,0,0
280,281,Naeem Islam,Bangladesh,10,130,1,119,0,0,0,0,14.44444444,104.2169372,3,7,31,0,10.33333333,0,0,0,0,0,0,10,130,0,0,0,0,1,14.44444444,0,0,99,1,16.5,0,0,0,0,0,0
281,282,Mehrab Hossain jnr,Bangladesh,2,16,1,27,0,0,0,0,16,63.81578947,0,2,,,,,,,,,,2,16,0,0,0,0,1,16,0,0,16,1,16,0,0,0,0,0,0
282,283,KJ Coetzer,Scotland,46,1196,1,950,0,15,6,3,26.57777778,112.5011804,2,44,32,0,16,0,0,0,1,0,0,10,273,1,2,2,0,0,27.3,0,0,1164,1,27.06976744,0,0,3,14,6,0
283,284,GD Drummond,Scotland,3,38,0,49,0,1,0,0,12.66666667,57.77777778,0,3,,,,,,,,,,3,38,0,1,0,0,0,12.66666667,0,0,38,0,12.66666667,0,0,0,1,0,0
284,285,RD Berrington,Scotland,42,849,9,698,0,8,2,5,25.72727273,99.52466132,2,40,23,0,11.5,0,0,0,0,0,0,10,233,0,2,0,0,2,29.125,0,0,826,9,26.64516129,0,0,5,8,2,0
285,286,DJ Reekers,Netherlands,3,35,0,22,0,0,0,0,11.66666667,145.7264957,0,3,,,,,,,,,,3,35,0,0,0,0,0,11.66666667,0,0,35,0,11.66666667,0,0,0,0,0,0
286,287,ES Szwarczynski,Netherlands,9,141,2,160,0,1,0,0,20.14285714,83.11728395,2,7,3,1,3,0,0,0,0,0,0,9,141,0,1,0,0,2,20.14285714,0,0,138,1,23,0,0,0,1,0,0
287,288,TN de Grooth,Netherlands,10,139,4,135,0,1,0,0,23.16666667,90.51792556,2,8,29,0,14.5,0,0,0,0,0,0,10,139,0,1,0,0,4,23.16666667,0,0,110,4,27.5,0,0,0,1,0,0
288,289,Mudassar Bukhari,Netherlands,21,143,7,141,0,0,0,2,10.21428571,90.23998488,3,18,20,0,6.666666667,0,0,0,0,0,0,10,60,1,0,0,0,4,10,0,0,123,7,11.18181818,0,0,2,0,0,0
289,290,RN ten Doeschate,Netherlands,19,452,10,346,0,5,2,1,50.22222222,113.0860629,0,19,,,,,,,,,,10,233,1,2,2,0,4,38.83333333,0,0,452,10,50.22222222,0,0,1,5,2,0
290,291,DLS van Bunge,Netherlands,8,64,2,66,0,0,0,2,10.66666667,70.53355763,0,8,,,,,,,,,,8,64,2,0,0,0,2,10.66666667,0,0,64,2,10.66666667,0,0,2,0,0,0
291,292,PW Borren,Netherlands,32,539,6,420,0,7,1,2,20.73076923,113.0803424,3,29,47,0,15.66666667,0,0,0,0,0,0,10,233,1,3,1,0,3,33.28571429,0,0,492,6,21.39130435,0,0,2,7,1,0
292,293,CR Foggo,Bermuda,1,6,0,11,0,0,0,0,6,54.54545455,0,1,,,,,,,,,,1,6,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0
293,294,OL Pitcher,Bermuda,1,13,0,18,0,0,0,0,13,72.22222222,0,1,,,,,,,,,,1,13,0,0,0,0,0,13,0,0,13,0,13,0,0,0,0,0,0
294,295,DL Hemp,Bermuda,1,20,0,30,0,0,0,0,20,66.66666667,0,1,,,,,,,,,,1,20,0,0,0,0,0,20,0,0,20,0,20,0,0,0,0,0,0
295,296,JJ Celestine,Bermuda,1,0,0,1,0,0,0,1,0,0,0,1,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
296,297,SD Outerbridge,Bermuda,1,37,1,36,0,1,0,0,0,102.7777778,0,1,,,,,,,,,,1,37,0,1,0,0,1,0,0,0,37,1,0,0,0,0,1,0,0
297,298,IH Romaine,Bermuda,1,8,0,12,0,0,0,0,8,66.66666667,0,1,,,,,,,,,,1,8,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0
298,299,J Edness,Bermuda,1,0,0,1,0,0,0,1,0,0,0,1,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
299,300,RJ Trott,Bermuda,7,30,3,60,0,0,0,3,7.5,36.91062632,1,6,5,1,0,0,0,0,0,0,0,7,30,3,0,0,0,3,7.5,0,0,25,2,6.25,0,0,3,0,0,0
300,301,GH O'Brien,Bermuda,4,25,2,31,0,0,0,0,12.5,100.297619,0,4,,,,,,,,,,4,25,0,0,0,0,2,12.5,0,0,25,2,12.5,0,0,0,0,0,0
301,302,SHT Kandamby,Sri Lanka,2,12,0,18,0,0,0,0,6,66.66666667,1,1,2,0,2,0,0,0,0,0,0,2,12,0,0,0,0,0,6,0,0,10,0,10,0,0,0,0,0,0
302,303,T Thushara,Sri Lanka,2,4,0,8,0,0,0,0,2,50,1,1,3,0,3,0,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0
303,304,KMDN Kulasekara,Sri Lanka,29,196,8,184,0,1,0,5,9.333333333,79.85482908,11,18,68,3,8.5,0,0,1,0,0,0,10,67,2,0,0,0,3,9.571428571,0,0,128,5,9.846153846,0,0,4,1,0,0
304,305,RS Bopara,England,35,711,9,619,0,8,3,0,27.34615385,100.2952656,18,17,412,4,29.42857143,0,0,0,5,2,0,10,199,0,2,0,0,4,33.16666667,0,0,299,5,24.91666667,0,0,0,3,1,0
305,306,SM Davies,England,5,102,0,83,0,1,0,0,20.4,141.5934066,2,3,42,0,21,0,0,0,1,0,0,5,102,0,1,0,0,0,20.4,0,0,60,0,20,0,0,0,0,0,0
306,307,GJ Batty,England,1,4,0,7,0,0,0,0,4,57.14285714,0,1,,,,,,,,,,1,4,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0
307,308,A Khan,England,1,2,0,4,0,0,0,0,2,50,0,1,,,,,,,,,,1,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0
308,309,JH Stander,Scotland,4,25,0,24,0,0,0,1,6.25,62.5,0,4,,,,,,,,,,4,25,1,0,0,0,0,6.25,0,0,25,0,6.25,0,0,1,0,0,0
309,310,MJ North,Australia,1,20,0,21,0,0,0,0,20,95.23809524,0,1,,,,,,,,,,1,20,0,0,0,0,0,20,0,0,20,0,20,0,0,0,0,0,0
310,311,NM Hauritz,Australia,2,6,0,11,0,0,0,0,3,79.16666667,0,2,,,,,,,,,,2,6,0,0,0,0,0,3,0,0,6,0,3,0,0,0,0,0,0
311,312,Ahmed Shehzad,Pakistan,59,1471,3,1326,1,11,7,2,26.26785714,98.75372166,7,52,261,1,43.5,0,0,0,2,2,0,10,299,0,2,1,0,1,33.22222222,0,0,1210,2,24.2,0,0,2,9,5,1
312,313,AJ Redmond,New Zealand,6,126,0,84,0,0,1,0,21,121.7887668,0,6,,,,,,,,,,6,126,0,0,1,0,0,21,0,0,126,0,21,0,0,0,0,1,0
313,314,JF Mooney,Ireland,19,202,7,194,0,1,0,0,16.83333333,102.4753755,4,15,28,1,9.333333333,0,0,0,0,0,0,10,80,0,0,0,0,4,13.33333333,0,0,174,6,19.33333333,0,0,0,1,0,0
314,315,WK McCallan,Ireland,3,11,2,15,0,0,0,1,11,53.96825397,0,3,,,,,,,,,,3,11,1,0,0,0,2,11,0,0,11,2,11,0,0,1,0,0,0
315,316,RM West,Ireland,4,11,2,11,0,0,0,0,5.5,100,0,4,,,,,,,,,,4,11,0,0,0,0,2,5.5,0,0,11,2,5.5,0,0,0,0,0,0
316,317,PC Connell,Ireland,3,4,2,7,0,0,0,1,4,41.66666667,0,3,,,,,,,,,,3,4,1,0,0,0,2,4,0,0,4,2,4,0,0,1,0,0,0
317,318,AN Kervezee,Netherlands,8,245,1,226,0,2,2,0,35,90.97071241,0,8,,,,,,,,,,8,245,0,2,2,0,1,35,0,0,245,1,35,0,0,0,2,2,0
318,319,B Zuiderent,Netherlands,5,85,1,103,0,1,0,0,21.25,77.21212121,0,5,,,,,,,,,,5,85,0,1,0,0,1,21.25,0,0,85,1,21.25,0,0,0,1,0,0
319,320,E Schiferli,Netherlands,2,7,1,15,0,0,0,0,7,48.21428571,0,2,,,,,,,,,,2,7,0,0,0,0,1,7,0,0,7,1,7,0,0,0,0,0,0
320,321,J Smits,Netherlands,1,11,1,19,0,0,0,0,0,57.89473684,0,1,,,,,,,,,,1,11,0,0,0,0,1,0,0,0,11,1,0,0,0,0,0,0,0
321,322,DP Nannes,Netherlands,4,22,1,19,0,0,0,1,7.333333333,92.26190476,1,3,4,1,0,0,0,0,0,0,0,4,22,1,0,0,0,1,7.333333333,0,0,18,0,6,0,0,1,0,0,0
322,323,PM Seelaar,Netherlands,35,436,11,409,0,2,1,0,18.16666667,88.84747892,10,25,169,6,42.25,0,0,0,2,0,0,10,106,0,0,0,0,2,13.25,0,0,267,5,13.35,0,0,0,0,1,0
