,ID,player_name,team,overall_innings,overall_runs,overall_notout,balls,centuries,thirties,fifties,zeros,overall_average,strike_rate,home_innings,away_innings,home_runs,home_not_out_count,home_average,total_home_ball_faced,home_strike_rate,home_zeros,home_30s,home_50s,home_100s,form_innings,form_runs,recent_zeros,recent_30s,recent_50s,recent_100s,recent_not_outs,form_average,total_recent_ball_faced,form_strike_rate,away_runs,away_not_out_count,away_average,total_away_ball_faced,away_strike_rate,away_zeros,away_30s,away_50s,away_100s
772,773,Aaqib Sulehri,Oman,5,35,0,41,0,0,0,1,7,72.64285714,0,5,,,,,,,,,,5,35,1,0,0,0,0,7,0,0,35,0,7,0,0,1,0,0,0
773,774,Adnan Ilyas,Oman,10,224,0,190,0,2,1,0,22.4,101.5234594,0,10,,,,,,,,,,10,224,0,2,1,0,0,22.4,0,0,224,0,22.4,0,0,0,2,1,0
774,775,MD Gunathilaka,Sri Lanka,26,542,0,467,0,4,3,0,20.84615385,108.7098609,5,21,96,0,19.2,0,0,0,1,0,0,10,202,0,0,2,0,0,20.2,0,0,446,0,21.23809524,0,0,0,3,3,0
775,776,RAS Lakmal,Sri Lanka,5,7,2,11,0,0,0,2,2.333333333,55,2,3,6,1,6,0,0,0,0,0,0,5,7,2,0,0,0,2,2.333333333,0,0,1,1,0.5,0,0,2,0,0,0
776,777,JDF Vandersay,Sri Lanka,4,15,3,19,0,0,0,1,15,130.7142857,0,4,,,,,,,,,,4,15,1,0,0,0,3,15,0,0,15,3,15,0,0,1,0,0,0
777,778,JM Vince,England,12,340,0,283,0,5,1,0,28.33333333,109.5569083,2,10,52,0,26,0,0,0,1,0,0,10,261,0,3,1,0,0,26.1,0,0,288,0,28.8,0,0,0,4,1,0
778,779,LE Plunkett,England,9,42,2,34,0,0,0,3,6,83.73737374,4,5,30,1,10,0,0,1,0,0,0,9,42,3,0,0,0,2,6,0,0,12,1,3,0,0,2,0,0,0
779,780,Rafatullah Mohmand,Pakistan,3,39,0,47,0,0,0,1,13,56.15384615,0,3,,,,,,,,,,3,39,1,0,0,0,0,13,0,0,39,0,13,0,0,1,0,0,0
780,781,AV Lalcheta,Oman,9,85,3,77,0,0,0,0,14.16666667,103.3115468,0,9,,,,,,,,,,9,85,0,0,0,0,3,14.16666667,0,0,85,3,14.16666667,0,0,0,0,0,0
781,782,Amjad Gul,United Arab Emirates,3,28,0,32,0,0,0,0,9.333333333,64.14141414,3,0,28,0,9.333333333,0,0,0,0,0,0,3,28,0,0,0,0,0,9.333333333,0,0,,,,,,,,,
782,783,Imran Khan (1),Pakistan,1,0,0,1,0,0,0,1,0,0,0,1,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
783,784,TD Astle,New Zealand,2,4,0,10,0,0,0,0,2,40,1,1,1,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,3,0,3,0,0,0,0,0,0
784,785,MJ Henry,New Zealand,1,10,0,6,0,0,0,0,10,166.6666667,1,0,10,0,10,0,0,0,0,0,0,1,10,0,0,0,0,0,10,0,0,,,,,,,,,
785,786,TS Chisoro,Zimbabwe,7,43,4,48,0,0,0,0,14.33333333,79.71243043,2,5,7,0,3.5,0,0,0,0,0,0,7,43,0,0,0,0,4,14.33333333,0,0,36,4,36,0,0,0,0,0,0
786,787,PJ Moor,Zimbabwe,19,364,4,296,0,4,1,0,24.26666667,132.6675761,5,14,108,0,21.6,0,0,0,2,0,0,10,230,0,2,1,0,1,25.55555556,0,0,256,4,25.6,0,0,0,2,1,0
787,788,DT Tiripano,Zimbabwe,10,122,2,113,0,0,0,1,15.25,92.85714286,1,9,11,1,0,0,0,0,0,0,0,10,122,1,0,0,0,2,15.25,0,0,111,1,13.875,0,0,1,0,0,0
788,789,Rashid Khan,Afghanistan,25,173,12,140,0,1,0,5,13.30769231,132.1258852,0,25,,,,,,,,,,10,63,2,0,0,0,6,15.75,0,0,173,12,13.30769231,0,0,5,1,0,0
789,790,N Dickwella,Sri Lanka,24,466,1,351,0,6,1,2,20.26086957,116.4808571,5,19,116,1,29,0,0,0,2,0,0,10,196,2,4,0,0,1,21.77777778,0,0,350,0,18.42105263,0,0,2,4,1,0
790,791,DAS Gunaratne,Sri Lanka,12,225,3,183,0,1,2,2,25,92.26904822,2,10,17,0,8.5,0,0,1,0,0,0,10,211,2,1,2,0,2,26.375,0,0,208,3,29.71428571,0,0,1,1,2,0
791,792,BTJ Wheal,Scotland,1,2,1,2,0,0,0,0,0,100,0,1,,,,,,,,,,1,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
792,793,AJ Tye,Australia,10,61,4,58,0,0,0,3,10.16666667,94.73737374,3,7,16,1,8,0,0,1,0,0,0,10,61,3,0,0,0,4,10.16666667,0,0,45,3,11.25,0,0,2,0,0,0
793,794,S Bau,Papua New Guinea,13,288,3,285,0,4,0,1,28.8,94.54859783,1,12,33,0,33,0,0,0,1,0,0,10,241,0,4,0,0,3,34.42857143,0,0,255,3,28.33333333,0,0,1,3,0,0
794,795,N Pokana,Papua New Guinea,3,10,2,13,0,0,0,0,10,81.48148148,0,3,,,,,,,,,,3,10,0,0,0,0,2,10,0,0,10,2,10,0,0,0,0,0,0
795,796,P Raho,Papua New Guinea,2,10,2,7,0,0,0,0,0,130,0,2,,,,,,,,,,2,10,0,0,0,0,2,0,0,0,10,2,0,0,0,0,0,0,0
796,797,HH Pandya,India,32,474,8,335,0,5,0,2,19.75,146.0937093,18,14,221,2,13.8125,0,0,1,1,0,0,10,203,0,2,0,0,2,25.375,0,0,253,6,31.625,0,0,1,4,0,0
797,798,CAK Rajitha,Sri Lanka,4,8,2,24,0,0,0,2,4,23.21428571,1,3,0,1,0,0,0,1,0,0,0,4,8,2,0,0,0,2,4,0,0,8,1,4,0,0,1,0,0,0
798,799,H Hiri,Papua New Guinea,1,1,0,3,0,0,0,0,1,33.33333333,0,1,,,,,,,,,,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
799,800,CA Soper,Papua New Guinea,2,10,1,17,0,0,0,0,10,59.16666667,0,2,,,,,,,,,,2,10,0,0,0,0,1,10,0,0,10,1,10,0,0,0,0,0,0
800,801,AR McBrine,Ireland,11,73,5,71,0,0,0,1,12.16666667,96.496559,1,10,10,0,10,0,0,0,0,0,0,10,63,1,0,0,0,4,10.5,0,0,63,5,12.6,0,0,1,0,0,0
801,802,Nurul Hasan,Bangladesh,8,78,4,64,0,1,0,1,19.5,101.8055556,5,3,54,2,18,0,0,1,1,0,0,8,78,1,1,0,0,4,19.5,0,0,24,2,24,0,0,0,0,0,0
802,803,Abu Hider,Bangladesh,4,58,3,43,0,0,0,0,58,117.3529412,3,1,37,2,37,0,0,0,0,0,0,4,58,0,0,0,0,3,58,0,0,21,1,0,0,0,0,0,0,0
803,804,Taskin Ahmed,Bangladesh,7,34,4,39,0,0,0,1,11.33333333,81.66666667,3,4,17,3,0,0,0,0,0,0,0,7,34,1,0,0,0,4,11.33333333,0,0,17,1,5.666666667,0,0,1,0,0,0
804,805,TM Head,Australia,15,319,3,252,0,5,0,0,26.58333333,123.1447076,6,9,99,0,16.5,0,0,0,2,0,0,10,206,0,3,0,0,2,25.75,0,0,220,3,36.66666667,0,0,0,3,0,0
805,806,KW Richardson,Australia,4,16,1,16,0,0,0,1,5.333333333,77.97619048,1,3,9,0,9,0,0,0,0,0,0,4,16,1,0,0,0,1,5.333333333,0,0,7,1,3.5,0,0,1,0,0,0
806,807,Hafiz Qaleem,United Arab Emirates,1,2,0,4,0,0,0,0,2,50,1,0,2,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,,,,,,,,,
807,808,Mohammad Usman,United Arab Emirates,2,58,1,63,0,1,0,0,58,79.44444444,2,0,58,1,58,0,0,0,1,0,0,2,58,0,1,0,0,1,58,0,0,,,,,,,,,
808,809,Fahad Tariq,United Arab Emirates,4,19,0,26,0,0,0,2,4.75,37.22222222,2,2,16,0,8,0,0,1,0,0,0,4,19,2,0,0,0,0,4.75,0,0,3,0,1.5,0,0,1,0,0,0
809,810,Farhan Ahmed,United Arab Emirates,1,4,0,8,0,0,0,0,4,50,1,0,4,0,4,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,,,,,,,,,
810,811,Qadeer Ahmed,United Arab Emirates,4,7,3,12,0,0,0,2,7,54.16666667,2,2,5,1,5,0,0,1,0,0,0,4,7,2,0,0,0,3,7,0,0,2,2,0,0,0,1,0,0,0
811,812,Saqlain Haider,United Arab Emirates,4,14,0,36,0,0,0,0,3.5,42.13675214,2,2,11,0,5.5,0,0,0,0,0,0,4,14,0,0,0,0,0,3.5,0,0,3,0,1.5,0,0,0,0,0,0
812,813,Mosaddek Hossain,Bangladesh,13,182,4,167,0,2,0,1,20.22222222,100.3053891,5,8,78,2,26,0,0,0,1,0,0,10,146,1,2,0,0,4,24.33333333,0,0,104,2,17.33333333,0,0,1,1,0,0
813,814,Muktar Ali,Bangladesh,1,19,1,15,0,0,0,0,0,126.6666667,1,0,19,1,0,0,0,0,0,0,0,1,19,0,0,0,0,1,0,0,0,,,,,,,,,
814,815,Muhammad Usman,United Arab Emirates,30,604,3,526,0,5,2,3,22.37037037,97.45596391,19,11,372,3,23.25,0,0,3,1,2,0,10,236,1,0,1,0,2,29.5,0,0,232,0,21.09090909,0,0,0,4,0,0
815,816,Zaheer Maqsood,United Arab Emirates,1,2,0,5,0,0,0,0,2,40,1,0,2,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,,,,,,,,,
816,817,Shuvagata Hom,Bangladesh,4,35,1,35,0,0,0,1,11.66666667,77.45798319,1,3,6,0,6,0,0,0,0,0,0,4,35,1,0,0,0,1,11.66666667,0,0,29,1,14.5,0,0,1,0,0,0
817,818,UT Khawaja,Australia,9,241,1,185,0,3,1,0,30.125,133.738332,1,8,14,0,14,0,0,0,0,0,0,9,241,0,3,1,0,1,30.125,0,0,227,1,32.42857143,0,0,0,3,1,0
818,819,Muhammad Kaleem,United Arab Emirates,8,95,0,115,0,0,1,1,11.875,58.58521025,1,7,6,0,6,0,0,0,0,0,0,8,95,1,0,1,0,0,11.875,0,0,89,0,12.71428571,0,0,1,0,1,0
819,820,Khurram Manzoor,Pakistan,3,11,1,28,0,0,0,1,5.5,22.30576441,0,3,,,,,,,,,,3,11,1,0,0,0,1,5.5,0,0,11,1,5.5,0,0,1,0,0,0
820,821,Tanveer Ahmed,Hong Kong,2,7,1,12,0,0,0,1,7,35,0,2,,,,,,,,,,2,7,1,0,0,0,1,7,0,0,7,1,7,0,0,1,0,0,0
821,822,A Mehmood,Hong Kong,1,0,1,1,0,0,0,1,0,0,0,1,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
822,823,RJW Topley,England,1,1,1,2,0,0,0,0,0,50,0,1,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
823,824,Usman Mushtaq,United Arab Emirates,3,36,2,45,0,0,0,0,36,76.34502924,1,2,4,1,0,0,0,0,0,0,0,3,36,0,0,0,0,2,36,0,0,32,1,32,0,0,0,0,0,0
824,825,Sufyan Mehmood,Oman,2,19,1,41,0,0,0,0,19,53.64583333,0,2,,,,,,,,,,2,19,0,0,0,0,1,19,0,0,19,1,19,0,0,0,0,0,0
825,826,M Ansari,Oman,3,5,3,10,0,0,0,1,0,38.33333333,0,3,,,,,,,,,,3,5,1,0,0,0,3,0,0,0,5,3,0,0,0,1,0,0,0
826,827,VS Wategaonkar,Oman,1,14,0,14,0,0,0,0,14,100,0,1,,,,,,,,,,1,14,0,0,0,0,0,14,0,0,14,0,14,0,0,0,0,0,0
827,828,RJ Campbell,Hong Kong,3,36,0,49,0,0,0,1,12,50.4048583,0,3,,,,,,,,,,3,36,1,0,0,0,0,12,0,0,36,0,12,0,0,1,0,0,0
828,829,TL Chatara,Zimbabwe,3,15,0,18,0,0,0,1,5,61.42857143,0,3,,,,,,,,,,3,15,1,0,0,0,0,5,0,0,15,0,5,0,0,1,0,0,0
829,830,PM Nevill,Australia,5,25,4,11,0,0,0,0,25,266,0,5,,,,,,,,,,5,25,0,0,0,0,4,25,0,0,25,4,25,0,0,0,0,0,0
830,831,A Zampa,Australia,6,36,4,35,0,0,0,0,18,118.6706349,0,6,,,,,,,,,,6,36,0,0,0,0,4,18,0,0,36,4,18,0,0,0,0,0,0
831,832,JJ Bumrah,India,3,8,3,14,0,0,0,1,0,40,3,0,8,3,0,0,0,1,0,0,0,3,8,1,0,0,0,3,0,0,0,,,,,,,,,
832,833,Bilal Khan,Oman,6,18,5,28,0,0,0,0,18,92.59259259,0,6,,,,,,,,,,6,18,0,0,0,0,5,18,0,0,18,5,18,0,0,0,0,0,0
833,834,AC Agar,Australia,17,176,5,163,0,0,0,2,14.66666667,92.13883658,0,17,,,,,,,,,,10,94,2,0,0,0,4,15.66666667,0,0,176,5,14.66666667,0,0,2,0,0,0
834,835,HM Nicholls,New Zealand,4,19,0,29,0,0,0,0,4.75,64.12337662,1,3,4,0,4,0,0,0,0,0,0,4,19,0,0,0,0,0,4.75,0,0,15,0,5,0,0,0,0,0,0
835,836,Babar Azam,Pakistan,45,1730,10,1365,0,10,16,2,49.42857143,113.7555427,17,28,669,3,47.78571429,0,0,2,4,6,0,10,331,2,1,4,0,1,36.77777778,0,0,1061,7,50.52380952,0,0,0,6,10,0
836,837,KL Rahul,India,45,1557,6,1136,2,6,12,4,39.92307692,115.0559456,23,22,764,2,36.38095238,0,0,2,2,8,0,10,207,3,3,1,0,0,20.7,0,0,793,4,44.05555556,0,0,2,4,4,2
837,838,Mandeep Singh,India,3,87,1,74,0,1,1,0,43.5,102.4603175,0,3,,,,,,,,,,3,87,0,1,1,0,1,43.5,0,0,87,1,43.5,0,0,0,1,1,0
838,839,DS Kulkarni,India,1,1,1,2,0,0,0,0,0,50,0,1,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
839,840,T Muzarabani,Zimbabwe,1,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,,,,,,
840,841,E Lewis,West Indies,34,989,2,667,2,3,6,3,30.90625,111.6696876,16,18,474,2,33.85714286,0,0,0,1,2,1,10,274,0,3,1,0,1,30.44444444,0,0,515,0,28.61111111,0,0,3,2,4,1
841,842,BKG Mendis,Sri Lanka,26,484,2,382,0,0,5,3,20.16666667,97.18996786,12,14,279,0,23.25,0,0,1,0,3,0,10,151,3,0,1,0,1,16.77777778,0,0,205,2,17.08333333,0,0,2,0,2,0
842,843,SS Pathirana,Sri Lanka,5,27,0,26,0,0,0,0,5.4,87.33333333,2,3,8,0,4,0,0,0,0,0,0,5,27,0,0,0,0,0,5.4,0,0,19,0,6.333333333,0,0,0,0,0,0
843,844,R Dhawan,India,1,1,1,3,0,0,0,0,0,33.33333333,0,1,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
844,845,RLB Rambukwella,Sri Lanka,1,19,0,16,0,0,0,0,19,118.75,0,1,,,,,,,,,,1,19,0,0,0,0,0,19,0,0,19,0,19,0,0,0,0,0,0
845,846,KMC Bandara,Sri Lanka,1,2,1,4,0,0,0,0,0,50,0,1,,,,,,,,,,1,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
846,847,N Pradeep,Sri Lanka,4,10,3,15,0,0,0,2,10,50,0,4,,,,,,,,,,4,10,2,0,0,0,3,10,0,0,10,3,10,0,0,2,0,0,0
847,848,N Pooran,West Indies,24,392,4,335,0,1,2,2,19.6,104.4943699,9,15,145,1,18.125,0,0,1,0,1,0,10,118,2,1,0,0,2,14.75,0,0,247,3,20.58333333,0,0,1,1,1,0
848,849,Karim Janat,Afghanistan,17,268,3,241,0,0,1,1,19.14285714,107.8915473,0,17,,,,,,,,,,10,159,1,0,1,0,1,17.66666667,0,0,268,3,19.14285714,0,0,1,0,1,0
849,850,Mohammed Qasim,United Arab Emirates,3,36,1,52,0,0,0,0,18,70.35002035,3,0,36,1,18,0,0,0,0,0,0,3,36,0,0,0,0,1,18,0,0,,,,,,,,,
850,851,Rameez Shahzad,United Arab Emirates,19,416,5,386,0,5,1,2,29.71428571,87.6262743,18,1,367,5,28.23076923,0,0,2,4,1,0,10,198,1,2,1,0,2,24.75,0,0,49,0,49,0,0,0,1,0,0
851,852,Shahid Wasif,Hong Kong,16,259,4,238,0,2,1,1,21.58333333,95.73651342,0,16,,,,,,,,,,10,188,0,1,1,0,1,20.88888889,0,0,259,4,21.58333333,0,0,1,2,1,0
852,853,Ehsan Khan,Hong Kong,14,178,8,141,0,1,0,3,29.66666667,103.0940853,0,14,,,,,,,,,,10,87,3,0,0,0,5,17.4,0,0,178,8,29.66666667,0,0,3,1,0,0
853,854,A Poulose,Oman,3,9,0,16,0,0,0,2,3,27.27272727,0,3,,,,,,,,,,3,9,2,0,0,0,0,3,0,0,9,0,3,0,0,2,0,0,0
854,855,Aqib Ilyas,Oman,16,360,5,312,0,3,2,1,32.72727273,119.696079,0,16,,,,,,,,,,10,201,1,2,1,0,3,28.71428571,0,0,360,5,32.72727273,0,0,1,3,2,0
855,856,Khurram Nawaz,Oman,13,210,4,188,0,0,1,0,23.33333333,103.195914,0,13,,,,,,,,,,10,156,0,0,1,0,2,19.5,0,0,210,4,23.33333333,0,0,0,0,1,0
856,857,Naseem Khushi,Oman,8,117,2,80,0,0,0,2,19.5,111.7401961,0,8,,,,,,,,,,8,117,2,0,0,0,2,19.5,0,0,117,2,19.5,0,0,2,0,0,0
857,858,TC Bruce,New Zealand,17,279,4,233,0,1,2,2,21.46153846,101.0056483,12,5,191,2,19.1,0,0,2,1,1,0,10,143,2,0,1,0,2,17.875,0,0,88,2,29.33333333,0,0,0,0,1,0
858,859,Ghulam Shabber,United Arab Emirates,12,172,4,161,0,0,1,0,21.5,111.6108453,10,2,104,3,14.85714286,0,0,0,0,0,0,10,150,0,0,1,0,4,25,0,0,68,1,68,0,0,0,0,1,0
859,860,DA Rankin,Ireland,1,15,0,17,0,0,0,0,15,88.23529412,1,0,15,0,15,0,0,0,0,0,0,1,15,0,0,0,0,0,15,0,0,,,,,,,,,
860,861,SP Terry,Ireland,1,4,0,6,0,0,0,0,4,66.66666667,1,0,4,0,4,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,,,,,,,,,
861,862,GJ Thompson,Ireland,8,107,1,110,0,2,0,2,15.28571429,59.375,2,6,76,0,38,0,0,0,2,0,0,8,107,2,2,0,0,1,15.28571429,0,0,31,1,6.2,0,0,2,0,0,0
862,863,L Tucker,Ireland,13,120,1,122,0,0,0,1,10,88.05508594,4,9,23,0,5.75,0,0,1,0,0,0,10,93,1,0,0,0,0,9.3,0,0,97,1,12.125,0,0,0,0,0,0
863,864,J Mulder,Ireland,3,6,1,11,0,0,0,1,3,40,1,2,1,0,1,0,0,0,0,0,0,3,6,1,0,0,0,1,3,0,0,5,1,5,0,0,1,0,0,0
864,865,J Little,Ireland,8,23,2,29,0,0,0,3,3.833333333,101.5151515,3,5,1,1,0.5,0,0,2,0,0,0,8,23,3,0,0,0,2,3.833333333,0,0,22,1,5.5,0,0,1,0,0,0
865,866,Muhammed Shanil,United Arab Emirates,1,1,1,3,0,0,0,0,0,33.33333333,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,,,,,,,,
866,867,Hazratullah,Afghanistan,15,570,1,393,1,3,2,1,40.71428571,121.7354672,0,15,,,,,,,,,,10,223,1,3,0,0,0,22.3,0,0,570,1,40.71428571,0,0,1,3,2,1
867,868,Ehsan Nawaz,Hong Kong,1,0,0,2,0,0,0,1,0,0,0,1,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
868,869,Kaleemullah,Oman,2,9,0,7,0,0,0,1,4.5,75,0,2,,,,,,,,,,2,9,1,0,0,0,0,4.5,0,0,9,0,4.5,0,0,1,0,0,0
869,870,Parvez Rasool,India,1,5,1,6,0,0,0,0,0,83.33333333,1,0,5,1,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,,,,,,,,,
870,871,M Klinger,Australia,3,143,0,116,0,2,1,0,47.66666667,122.1056721,3,0,143,0,47.66666667,0,0,0,2,1,0,3,143,0,2,1,0,0,47.66666667,0,0,,,,,,,,,
871,872,AJ Turner,Australia,7,57,3,57,0,0,0,1,14.25,86.44688645,6,1,57,3,19,0,0,0,0,0,0,7,57,1,0,0,0,3,14.25,0,0,0,0,0,0,0,1,0,0,0
872,873,GD Phillips,New Zealand,22,506,4,344,1,3,2,0,28.11111111,137.8188092,17,5,444,4,34.15384615,0,0,0,3,2,1,10,236,0,3,1,0,3,33.71428571,0,0,62,0,12.4,0,0,0,0,0,0
873,874,BM Wheeler,New Zealand,3,37,1,30,0,1,0,0,18.5,95.45454545,3,0,37,1,18.5,0,0,0,1,0,0,3,37,0,1,0,0,1,18.5,0,0,,,,,,,,,
874,875,RR Pant,India,29,512,5,428,0,4,2,3,21.33333333,96.4474542,18,11,283,3,18.86666667,0,0,1,2,1,0,10,187,1,2,0,0,2,23.375,0,0,229,2,25.44444444,0,0,2,2,1,0
875,876,TS Mills,England,1,0,0,2,0,0,0,1,0,0,0,1,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
876,877,JT Smuts,South Africa,13,174,0,173,0,1,0,1,13.38461538,88.06663578,8,5,92,0,11.5,0,0,0,0,0,0,10,138,1,1,0,0,0,13.8,0,0,82,0,16.4,0,0,1,1,0,0
877,878,TB de Bruyn,South Africa,2,26,0,16,0,0,0,0,13,153.3333333,2,0,26,0,13,0,0,0,0,0,0,2,26,0,0,0,0,0,13,0,0,,,,,,,,,
878,879,M Mosehle,South Africa,6,105,2,65,0,2,0,0,26.25,218.6616162,3,3,49,2,49,0,0,0,1,0,0,6,105,0,2,0,0,2,26.25,0,0,56,0,18.66666667,0,0,0,1,0,0
879,880,ST de Silva,Sri Lanka,2,3,0,7,0,0,0,1,1.5,25,0,2,,,,,,,,,,2,3,1,0,0,0,0,1.5,0,0,3,0,1.5,0,0,1,0,0,0
880,881,AL Phehlukwayo,South Africa,17,106,5,101,0,0,0,6,8.833333333,78.20473644,10,7,55,2,6.875,0,0,3,0,0,0,10,60,3,0,0,0,2,7.5,0,0,51,3,12.75,0,0,3,0,0,0
881,882,L Ngidi,South Africa,4,7,1,15,0,0,0,1,2.333333333,38.33333333,3,1,3,1,1.5,0,0,1,0,0,0,4,7,1,0,0,0,1,2.333333333,0,0,4,0,4,0,0,0,0,0,0
882,883,JA Richardson,Australia,7,36,4,31,0,0,0,1,12,165.3061224,1,6,0,0,0,0,0,1,0,0,0,7,36,1,0,0,0,4,12,0,0,36,4,18,0,0,0,0,0,0
883,884,JRMVB Sanjaya,Sri Lanka,5,20,2,18,0,0,0,0,6.666666667,131.4285714,1,4,6,0,6,0,0,0,0,0,0,5,20,0,0,0,0,2,6.666666667,0,0,14,2,7,0,0,0,0,0,0
884,885,JN Mohammed,West Indies,8,90,3,106,0,0,0,1,18,72.62883772,4,4,59,3,59,0,0,0,0,0,0,8,90,1,0,0,0,3,18,0,0,31,0,7.75,0,0,1,0,0,0
885,886,R Powell,West Indies,22,344,3,294,0,2,2,2,18.10526316,94.08788923,6,16,61,3,20.33333333,0,0,1,1,0,0,10,196,1,1,2,0,1,21.77777778,0,0,283,0,17.6875,0,0,1,1,2,0
886,887,DJ Malan,England,24,1003,5,725,1,2,10,0,52.78947368,124.752343,7,17,291,2,58.2,0,0,0,1,3,0,10,384,0,1,3,0,2,48,0,0,712,3,50.85714286,0,0,0,1,7,1
887,888,LS Livingstone,England,2,16,0,21,0,0,0,1,8,40,2,0,16,0,8,0,0,1,0,0,0,2,16,1,0,0,0,0,8,0,0,,,,,,,,,
888,889,TK Curran,England,10,54,6,49,0,0,0,0,13.5,113.3939394,5,5,18,4,18,0,0,0,0,0,0,10,54,0,0,0,0,6,13.5,0,0,36,2,12,0,0,0,0,0,0
889,890,Mehedi Hasan Miraz,Bangladesh,11,94,2,82,0,0,0,3,10.44444444,92.06460206,2,9,27,0,13.5,0,0,0,0,0,0,10,94,2,0,0,0,2,11.75,0,0,67,2,9.571428571,0,0,3,0,0,0
890,891,Mohammad Saifuddin,Bangladesh,11,145,4,143,0,2,0,0,20.71428571,123.2838018,6,5,40,2,10,0,0,0,0,0,0,10,139,0,2,0,0,4,23.16666667,0,0,105,2,35,0,0,0,2,0,0
891,892,L Sreekumar,United Arab Emirates,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,
892,893,Adnan Mufti,United Arab Emirates,1,7,1,7,0,0,0,0,0,100,1,0,7,1,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,,,,,,,,,
893,894,BJ McCarthy,Ireland,5,29,2,23,0,0,0,3,9.666666667,64.35897436,0,5,,,,,,,,,,5,29,3,0,0,0,2,9.666666667,0,0,29,2,9.666666667,0,0,3,0,0,0
894,895,Fakhar Zaman,Pakistan,38,838,3,639,0,7,4,2,23.94285714,112.8445843,12,26,223,2,22.3,0,0,1,3,0,0,10,97,2,1,0,0,0,9.7,0,0,615,1,24.6,0,0,1,4,4,0
895,896,Shadab Khan,Pakistan,17,183,5,151,0,1,0,3,15.25,106.3384818,2,15,6,0,3,0,0,1,0,0,0,10,98,2,1,0,0,2,12.25,0,0,177,5,17.7,0,0,2,1,0,0
896,897,Hasan Ali,Pakistan,10,81,4,45,0,0,0,3,13.5,135.9423077,1,9,20,1,0,0,0,0,0,0,0,10,81,3,0,0,0,4,13.5,0,0,61,3,10.16666667,0,0,3,0,0,0
897,898,D Paterson,South Africa,2,5,1,2,0,0,0,0,5,250,1,1,1,0,1,0,0,0,0,0,0,2,5,0,0,0,0,1,5,0,0,4,1,0,0,0,0,0,0,0
898,899,LA Dawson,England,2,17,1,8,0,0,0,0,17,236.6666667,1,1,7,1,0,0,0,0,0,0,0,2,17,0,0,0,0,1,17,0,0,10,0,10,0,0,0,0,0,0
899,900,WT Gavera,Papua New Guinea,2,3,0,6,0,0,0,0,1.5,62.5,0,2,,,,,,,,,,2,3,0,0,0,0,0,1.5,0,0,3,0,1.5,0,0,0,0,0,0
900,901,A Nao,Papua New Guinea,1,7,1,4,0,0,0,0,0,175,0,1,,,,,,,,,,1,7,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0
901,902,T Bharaj,Denmark,6,36,1,54,0,0,0,1,7.2,49.02998236,0,6,,,,,,,,,,6,36,1,0,0,0,1,7.2,0,0,36,1,7.2,0,0,1,0,0,0
902,903,HAM Shah,Denmark,6,116,0,129,0,1,0,0,19.33333333,85.46710621,0,6,,,,,,,,,,6,116,0,1,0,0,0,19.33333333,0,0,116,0,19.33333333,0,0,0,1,0,0
903,904,Anique Uddin,Denmark,6,64,2,81,0,1,0,0,16,67.02089169,0,6,,,,,,,,,,6,64,0,1,0,0,2,16,0,0,64,2,16,0,0,0,1,0,0
904,905,A Bulow,Denmark,1,11,0,13,0,0,0,0,11,84.61538462,0,1,,,,,,,,,,1,11,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0
905,906,SA Ahmad,Denmark,3,46,1,56,0,0,0,0,23,88.16287879,0,3,,,,,,,,,,3,46,0,0,0,0,1,23,0,0,46,1,23,0,0,0,0,0,0
906,907,OD Hald,Denmark,6,39,2,34,0,0,0,1,9.75,98.80952381,0,6,,,,,,,,,,6,39,1,0,0,0,2,9.75,0,0,39,2,9.75,0,0,1,0,0,0
