index,player_name,team,overall_innings,overall_runs,overall_notout,balls,centuries,fifties,thirties,zeros,overall_average,strike_rate,form_innings,form_runs,recent_not_outs,recent_100s,recent_50s,recent_30s,recent_zeros,form_average,home_innings,home_runs,home_not_out_count,home_100s,home_50s,home_30s,home_zeros,home_average,away_innings,away_runs,away_not_out_count,away_100s,away_50s,away_30s,away_zeros,away_average,img_url
297,Mudassar Bukhari,Netherlands,21,143,7,141,0,0,0,2,10.21428571,90.23998488,10,60,4,0,0,0,1,10,3,20,0,0,0,0,0,6.666666667,18,123,7,0,0,0,2,11.18181818,https://i.ibb.co/YN3dFnR/player.png
298,RN ten Doeschate,Netherlands,19,452,10,346,0,2,5,1,50.22222222,113.0860629,10,233,4,0,2,2,1,38.83333333,0,31,1,0,0,0,0,13,19,452,10,0,2,5,1,50.22222222,https://i.ibb.co/YN3dFnR/player.png
299,DLS van Bunge,Netherlands,8,64,2,66,0,0,0,2,10.66666667,70.53355763,8,64,2,0,0,0,2,10.66666667,0,31,1,0,0,0,0,13,8,64,2,0,0,0,2,10.66666667,https://i.ibb.co/YN3dFnR/player.png
300,PW Borren,Netherlands,32,539,6,420,0,1,7,2,20.73076923,113.0803424,10,233,3,0,1,3,1,33.28571429,3,47,0,0,0,0,0,15.66666667,29,492,6,0,1,7,2,21.39130435,https://i.ibb.co/YN3dFnR/player.png
301,CR Foggo,Bermuda,1,6,0,11,0,0,0,0,6,54.54545455,1,6,0,0,0,0,0,6,0,31,1,0,0,0,0,13,1,6,0,0,0,0,0,6,https://i.ibb.co/YN3dFnR/player.png
302,OL Pitcher,Bermuda,1,13,0,18,0,0,0,0,13,72.22222222,1,13,0,0,0,0,0,13,0,31,1,0,0,0,0,13,1,13,0,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
303,DL Hemp,Bermuda,1,20,0,30,0,0,0,0,20,66.66666667,1,20,0,0,0,0,0,20,0,31,1,0,0,0,0,13,1,20,0,0,0,0,0,20,https://i.ibb.co/YN3dFnR/player.png
304,JJ Celestine,Bermuda,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,31,1,0,0,0,0,13,1,0,0,0,0,0,1,0,https://i.ibb.co/YN3dFnR/player.png
305,SD Outerbridge,Bermuda,1,37,1,36,0,0,1,0,0,102.7777778,1,37,1,0,0,1,0,0,0,31,1,0,0,0,0,13,1,37,1,0,0,1,0,0,https://i.ibb.co/YN3dFnR/player.png
306,IH Romaine,Bermuda,1,8,0,12,0,0,0,0,8,66.66666667,1,8,0,0,0,0,0,8,0,31,1,0,0,0,0,13,1,8,0,0,0,0,0,8,https://i.ibb.co/YN3dFnR/player.png
307,J Edness,Bermuda,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,31,1,0,0,0,0,13,1,0,0,0,0,0,1,0,https://i.ibb.co/YN3dFnR/player.png
308,RJ Trott,Bermuda,7,30,3,60,0,0,0,3,7.5,36.91062632,7,30,3,0,0,0,3,7.5,1,5,1,0,0,0,0,0,6,25,2,0,0,0,3,6.25,https://i.ibb.co/YN3dFnR/player.png
309,GH O'Brien,Bermuda,4,25,2,31,0,0,0,0,12.5,100.297619,4,25,2,0,0,0,0,12.5,0,31,1,0,0,0,0,13,4,25,2,0,0,0,0,12.5,https://i.ibb.co/YN3dFnR/player.png
310,SHT Kandamby,Sri Lanka,2,12,0,18,0,0,0,0,6,66.66666667,2,12,0,0,0,0,0,6,1,2,0,0,0,0,0,2,1,10,0,0,0,0,0,10,https://i.ibb.co/YN3dFnR/player.png
311,T Thushara,Sri Lanka,2,4,0,8,0,0,0,0,2,50,2,4,0,0,0,0,0,2,1,3,0,0,0,0,0,3,1,1,0,0,0,0,0,1,https://i.ibb.co/YN3dFnR/player.png
312,KMDN Kulasekara,Sri Lanka,29,196,8,184,0,0,1,5,9.333333333,79.85482908,10,67,3,0,0,0,2,9.571428571,11,68,3,0,0,0,1,8.5,18,128,5,0,0,1,4,9.846153846,https://i.ibb.co/YN3dFnR/player.png
313,RS Bopara,England,35,711,9,619,0,3,8,0,27.34615385,100.2952656,10,199,4,0,0,2,0,33.16666667,18,412,4,0,2,5,0,29.42857143,17,299,5,0,1,3,0,24.91666667,https://i.ibb.co/YN3dFnR/player.png
314,SM Davies,England,5,102,0,83,0,0,1,0,20.4,141.5934066,5,102,0,0,0,1,0,20.4,2,42,0,0,0,1,0,21,3,60,0,0,0,0,0,20,https://i.ibb.co/YN3dFnR/player.png
315,GJ Batty,England,1,4,0,7,0,0,0,0,4,57.14285714,1,4,0,0,0,0,0,4,0,31,1,0,0,0,0,13,1,4,0,0,0,0,0,4,https://i.ibb.co/YN3dFnR/player.png
316,A Khan,England,1,2,0,4,0,0,0,0,2,50,1,2,0,0,0,0,0,2,0,31,1,0,0,0,0,13,1,2,0,0,0,0,0,2,https://i.ibb.co/YN3dFnR/player.png
317,JH Stander,Scotland,4,25,0,24,0,0,0,1,6.25,62.5,4,25,0,0,0,0,1,6.25,0,31,1,0,0,0,0,13,4,25,0,0,0,0,1,6.25,https://i.ibb.co/YN3dFnR/player.png
318,MJ North,Australia,1,20,0,21,0,0,0,0,20,95.23809524,1,20,0,0,0,0,0,20,0,31,1,0,0,0,0,13,1,20,0,0,0,0,0,20,https://i.ibb.co/YN3dFnR/player.png
319,NM Hauritz,Australia,2,6,0,11,0,0,0,0,3,79.16666667,2,6,0,0,0,0,0,3,0,31,1,0,0,0,0,13,2,6,0,0,0,0,0,3,https://i.ibb.co/YN3dFnR/player.png
320,Ahmed Shehzad,Pakistan,59,1471,3,1326,1,7,11,2,26.26785714,98.75372166,10,299,1,0,1,2,0,33.22222222,7,261,1,0,2,2,0,43.5,52,1210,2,1,5,9,2,24.2,https://i.ibb.co/YN3dFnR/player.png
321,AJ Redmond,New Zealand,6,126,0,84,0,1,0,0,21,121.7887668,6,126,0,0,1,0,0,21,0,31,1,0,0,0,0,13,6,126,0,0,1,0,0,21,https://i.ibb.co/YN3dFnR/player.png
322,JF Mooney,Ireland,19,202,7,194,0,0,1,0,16.83333333,102.4753755,10,80,4,0,0,0,0,13.33333333,4,28,1,0,0,0,0,9.333333333,15,174,6,0,0,1,0,19.33333333,https://i.ibb.co/YN3dFnR/player.png
323,WK McCallan,Ireland,3,11,2,15,0,0,0,1,11,53.96825397,3,11,2,0,0,0,1,11,0,31,1,0,0,0,0,13,3,11,2,0,0,0,1,11,https://i.ibb.co/YN3dFnR/player.png
324,RM West,Ireland,4,11,2,11,0,0,0,0,5.5,100,4,11,2,0,0,0,0,5.5,0,31,1,0,0,0,0,13,4,11,2,0,0,0,0,5.5,https://i.ibb.co/YN3dFnR/player.png
325,PC Connell,Ireland,3,4,2,7,0,0,0,1,4,41.66666667,3,4,2,0,0,0,1,4,0,31,1,0,0,0,0,13,3,4,2,0,0,0,1,4,https://i.ibb.co/YN3dFnR/player.png
326,AN Kervezee,Netherlands,8,245,1,226,0,2,2,0,35,90.97071241,8,245,1,0,2,2,0,35,0,31,1,0,0,0,0,13,8,245,1,0,2,2,0,35,https://i.ibb.co/YN3dFnR/player.png
327,B Zuiderent,Netherlands,5,85,1,103,0,0,1,0,21.25,77.21212121,5,85,1,0,0,1,0,21.25,0,31,1,0,0,0,0,13,5,85,1,0,0,1,0,21.25,https://i.ibb.co/YN3dFnR/player.png
328,E Schiferli,Netherlands,2,7,1,15,0,0,0,0,7,48.21428571,2,7,1,0,0,0,0,7,0,31,1,0,0,0,0,13,2,7,1,0,0,0,0,7,https://i.ibb.co/YN3dFnR/player.png
329,J Smits,Netherlands,1,11,1,19,0,0,0,0,0,57.89473684,1,11,1,0,0,0,0,0,0,31,1,0,0,0,0,13,1,11,1,0,0,0,0,0,https://i.ibb.co/YN3dFnR/player.png
330,DP Nannes,Netherlands,4,22,1,19,0,0,0,1,7.333333333,92.26190476,4,22,1,0,0,0,1,7.333333333,1,4,1,0,0,0,0,0,3,18,0,0,0,0,1,6,https://i.ibb.co/YN3dFnR/player.png
331,PM Seelaar,Netherlands,35,436,11,409,0,1,2,0,18.16666667,88.84747892,10,106,2,0,0,0,0,13.25,10,169,6,0,0,2,0,42.25,25,267,5,0,1,0,0,13.35,https://i.ibb.co/YN3dFnR/player.png
332,AD Mathews,Sri Lanka,63,1148,17,1002,0,5,9,2,24.95652174,112.4382028,10,155,1,0,1,1,1,17.22222222,22,292,4,0,0,3,1,16.22222222,41,856,13,0,5,6,1,30.57142857,https://i.ibb.co/YN3dFnR/player.png
333,Shahzaib Hasan,Pakistan,10,116,0,133,0,0,1,3,11.6,60.06420361,10,116,0,0,0,1,3,11.6,0,31,1,0,0,0,0,13,10,116,0,0,0,1,3,11.6,https://i.ibb.co/YN3dFnR/player.png
334,JS Foster,England,5,37,2,32,0,0,0,0,12.33333333,105.6666667,5,37,2,0,0,0,0,12.33333333,5,37,2,0,0,0,0,12.33333333,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
335,JP Bray,Ireland,2,2,0,17,0,0,0,1,1,10,2,2,0,0,0,0,1,1,0,31,1,0,0,0,0,13,2,2,0,0,0,0,1,1,https://i.ibb.co/YN3dFnR/player.png
336,RWT Key,England,1,10,1,9,0,0,0,0,0,111.1111111,1,10,1,0,0,0,0,0,1,10,1,0,0,0,0,0,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
337,GA Rogers,Scotland,1,1,1,3,0,0,0,0,0,33.33333333,1,1,1,0,0,0,0,0,0,31,1,0,0,0,0,13,1,1,1,0,0,0,0,0,https://i.ibb.co/YN3dFnR/player.png
338,CS MacLeod,Scotland,40,843,8,751,0,5,7,4,26.34375,97.70331853,10,318,0,0,2,3,1,31.8,2,37,0,0,0,0,0,18.5,38,806,8,0,5,7,4,26.86666667,https://i.ibb.co/YN3dFnR/player.png
339,AU Rashid,England,16,56,7,73,0,0,0,0,6.222222222,90.31171679,10,32,4,0,0,0,0,5.333333333,6,25,4,0,0,0,0,12.5,10,31,3,0,0,0,0,4.428571429,https://i.ibb.co/YN3dFnR/player.png
340,M Muralitharan,Sri Lanka,2,1,0,5,0,0,0,1,0.5,12.5,2,1,0,0,0,0,1,0.5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,https://i.ibb.co/YN3dFnR/player.png
341,BAW Mendis,Sri Lanka,6,8,3,18,0,0,0,2,2.666666667,84.04761905,6,8,3,0,0,0,2,2.666666667,3,1,2,0,0,0,2,1,3,7,1,0,0,0,0,3.5,https://i.ibb.co/YN3dFnR/player.png
342,Umar Akmal,Pakistan,79,1690,16,1405,0,8,15,10,26.82539683,100.2546858,10,181,2,0,1,2,3,22.625,4,34,0,0,0,1,2,8.5,75,1656,16,0,8,14,8,28.06779661,https://i.ibb.co/YN3dFnR/player.png
343,JL Denly,England,12,125,2,119,0,0,1,2,12.5,72.94946502,10,125,2,0,0,1,0,15.625,3,49,2,0,0,0,1,49,9,76,0,0,0,1,1,8.444444444,https://i.ibb.co/YN3dFnR/player.png
344,RJMGM Rupasinghe,Sri Lanka,2,33,0,39,0,0,0,0,16.5,85.71428571,2,33,0,0,0,0,0,16.5,2,33,0,0,0,0,0,16.5,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
345,Nazmul Hossain,Bangladesh,2,3,2,15,0,0,0,1,0,12.5,2,3,2,0,0,0,1,0,0,31,1,0,0,0,0,13,2,3,2,0,0,0,1,0,https://i.ibb.co/YN3dFnR/player.png
346,Rubel Hossain,Bangladesh,12,20,9,36,0,0,0,4,6.666666667,52.22222222,10,12,7,0,0,0,3,4,2,0,1,0,0,0,2,0,10,20,8,0,0,0,2,10,https://i.ibb.co/YN3dFnR/player.png
347,DM Richards,West Indies,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
348,TM Dowlin,West Indies,2,68,1,70,0,0,2,0,68,96.96969697,2,68,1,0,0,2,0,68,1,37,1,0,0,1,0,0,1,31,0,0,0,1,0,31,https://i.ibb.co/YN3dFnR/player.png
349,FL Reifer,West Indies,1,22,0,20,0,0,0,0,22,110,1,22,0,0,0,0,0,22,1,22,0,0,0,0,0,22,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
350,DE Bernard,West Indies,1,1,1,1,0,0,0,0,0,100,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
351,I Udana,Sri Lanka,20,230,8,164,0,1,1,2,19.16666667,119.2623626,10,177,3,0,1,1,0,25.28571429,9,67,5,0,0,0,0,16.75,11,163,3,0,1,1,2,20.375,https://i.ibb.co/YN3dFnR/player.png
352,Mohammad Amir,Pakistan,12,59,4,74,0,0,0,1,7.375,72.25931476,10,55,4,0,0,0,1,9.166666667,2,6,1,0,0,0,0,6,10,53,3,0,0,0,1,7.571428571,https://i.ibb.co/YN3dFnR/player.png
353,BJ Watling,New Zealand,4,38,0,60,0,0,0,0,9.5,61.94444444,4,38,0,0,0,0,0,9.5,0,31,1,0,0,0,0,13,4,38,0,0,0,0,0,9.5,https://i.ibb.co/YN3dFnR/player.png
354,PR Stirling,Ireland,71,2039,6,1475,0,18,6,8,31.36923077,110.1300987,10,318,1,0,3,0,1,35.33333333,11,199,1,0,1,1,2,19.9,60,1840,5,0,17,5,6,33.45454545,https://i.ibb.co/YN3dFnR/player.png
355,WB Rankin,Ireland,15,64,9,78,0,0,0,4,10.66666667,67.74928775,10,35,5,0,0,0,3,7,3,22,1,0,0,0,0,11,12,42,8,0,0,0,4,10.5,https://i.ibb.co/YN3dFnR/player.png
356,Z Khan,India,3,13,1,10,0,0,0,1,6.5,94.44444444,3,13,1,0,0,0,1,6.5,0,31,1,0,0,0,0,13,3,13,1,0,0,0,1,6.5,https://i.ibb.co/YN3dFnR/player.png
357,Karim Sadiq,Afghanistan,31,442,3,416,0,1,4,4,15.78571429,89.31051232,10,178,1,0,1,0,2,19.77777778,0,31,1,0,0,0,0,13,31,442,3,0,1,4,4,15.78571429,https://i.ibb.co/YN3dFnR/player.png
358,Nawroz Mangal,Afghanistan,29,453,3,420,0,2,2,4,17.42307692,88.22135214,10,222,2,0,2,1,2,27.75,0,31,1,0,0,0,0,13,29,453,3,0,2,2,4,17.42307692,https://i.ibb.co/YN3dFnR/player.png
359,Mohammad Nabi,Afghanistan,71,1371,13,964,0,4,14,2,23.63793103,124.240343,10,113,0,0,0,1,0,11.3,0,31,1,0,0,0,0,13,71,1371,13,0,4,14,2,23.63793103,https://i.ibb.co/YN3dFnR/player.png
360,Mohammad Shahzad,Afghanistan,59,1830,5,1367,1,12,13,3,33.88888889,117.2448156,10,292,3,0,2,1,0,41.71428571,0,31,1,0,0,0,0,13,59,1830,5,1,12,13,3,33.88888889,https://i.ibb.co/YN3dFnR/player.png
361,Raees Ahmadzai,Afghanistan,4,41,1,35,0,0,0,0,13.66666667,145,4,41,1,0,0,0,0,13.66666667,0,31,1,0,0,0,0,13,4,41,1,0,0,0,0,13.66666667,https://i.ibb.co/YN3dFnR/player.png
362,Noor Ali Zadran,Afghanistan,18,433,3,435,0,3,3,1,28.86666667,98.06707369,10,237,1,0,1,2,0,26.33333333,0,31,1,0,0,0,0,13,18,433,3,0,3,3,1,28.86666667,https://i.ibb.co/YN3dFnR/player.png
363,Shafiqullah,Afghanistan,34,394,11,294,0,1,3,4,17.13043478,148.6425472,10,104,3,0,0,0,1,14.85714286,0,31,1,0,0,0,0,13,34,394,11,0,1,3,4,17.13043478,https://i.ibb.co/YN3dFnR/player.png
364,Samiullah Shenwari,Afghanistan,50,903,12,815,0,2,11,2,23.76315789,100.0855933,10,166,1,0,0,2,1,18.44444444,0,31,1,0,0,0,0,13,50,903,12,0,2,11,2,23.76315789,https://i.ibb.co/YN3dFnR/player.png
365,Mirwais Ashraf,Afghanistan,16,119,4,116,0,0,0,2,9.916666667,82.58433174,10,64,4,0,0,0,2,10.66666667,0,31,1,0,0,0,0,13,16,119,4,0,0,0,2,9.916666667,https://i.ibb.co/YN3dFnR/player.png
366,Hamid Hassan,Afghanistan,8,48,5,43,0,0,0,0,16,116.6369048,8,48,5,0,0,0,0,16,0,31,1,0,0,0,0,13,8,48,5,0,0,0,0,16,https://i.ibb.co/YN3dFnR/player.png
367,AF Buurman,Netherlands,2,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,31,1,0,0,0,0,13,2,0,0,0,0,0,2,0,https://i.ibb.co/YN3dFnR/player.png
368,Rizwan Cheema,Canada,17,142,1,135,0,0,1,5,8.875,75.24085392,10,88,1,0,0,0,4,9.777777778,0,31,1,0,0,0,0,13,17,142,1,0,0,1,5,8.875,https://i.ibb.co/YN3dFnR/player.png
369,JM Davison,Canada,2,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,31,1,0,0,0,0,13,2,0,0,0,0,0,2,0,https://i.ibb.co/YN3dFnR/player.png
370,H Patel,Canada,9,121,0,155,0,0,1,2,13.44444444,53.45272537,9,121,0,0,0,1,2,13.44444444,0,31,1,0,0,0,0,13,9,121,0,0,0,1,2,13.44444444,https://i.ibb.co/YN3dFnR/player.png
371,GEF Barnett,Canada,2,66,0,49,0,0,2,0,33,141.7241379,2,66,0,0,0,2,0,33,0,31,1,0,0,0,0,13,2,66,0,0,0,2,0,33,https://i.ibb.co/YN3dFnR/player.png
372,A Bagai,Canada,4,165,1,157,0,1,2,0,55,99.88707362,4,165,1,0,1,2,0,55,0,31,1,0,0,0,0,13,4,165,1,0,1,2,0,55,https://i.ibb.co/YN3dFnR/player.png
373,IS Billcliff,Canada,2,51,1,39,0,0,1,0,51,139.4444444,2,51,1,0,0,1,0,51,0,31,1,0,0,0,0,13,2,51,1,0,0,1,0,51,https://i.ibb.co/YN3dFnR/player.png
374,S Dhaniram,Canada,2,5,0,8,0,0,0,0,2.5,58.33333333,2,5,0,0,0,0,0,2.5,0,31,1,0,0,0,0,13,2,5,0,0,0,0,0,2.5,https://i.ibb.co/YN3dFnR/player.png
375,U Bhatti,Canada,2,19,1,14,0,0,0,0,19,135.7142857,2,19,1,0,0,0,0,19,0,31,1,0,0,0,0,13,2,19,1,0,0,0,0,19,https://i.ibb.co/YN3dFnR/player.png
376,Khurram Chohan,Canada,2,10,1,10,0,0,0,0,10,100,2,10,1,0,0,0,0,10,0,31,1,0,0,0,0,13,2,10,1,0,0,0,0,10,https://i.ibb.co/YN3dFnR/player.png
377,HS Baidwan,Canada,6,52,1,44,0,0,0,2,10.4,91.31944444,6,52,1,0,0,0,2,10.4,0,31,1,0,0,0,0,13,6,52,1,0,0,0,2,10.4,https://i.ibb.co/YN3dFnR/player.png
378,Imran Farhat,Pakistan,7,76,0,77,0,0,0,1,10.85714286,85.53613054,7,76,0,0,0,0,1,10.85714286,0,31,1,0,0,0,0,13,7,76,0,0,0,0,1,10.85714286,https://i.ibb.co/YN3dFnR/player.png
379,AB Dinda,India,2,22,1,24,0,0,0,0,22,85,2,22,1,0,0,0,0,22,2,22,1,0,0,0,0,22,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
380,A Nehra,India,5,28,0,42,0,0,0,3,5.6,37.7443609,5,28,0,0,0,0,3,5.6,3,28,0,0,0,0,1,9.333333333,2,0,0,0,0,0,2,0,https://i.ibb.co/YN3dFnR/player.png
381,PP Ojha,India,1,10,1,6,0,0,0,0,0,166.6666667,1,10,1,0,0,0,0,0,1,10,1,0,0,0,0,0,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
382,MBS Jonkman,Netherlands,1,1,0,8,0,0,0,0,1,12.5,1,1,0,0,0,0,0,1,0,31,1,0,0,0,0,13,1,1,0,0,0,0,0,1,https://i.ibb.co/YN3dFnR/player.png
383,SJS Smith,Scotland,1,8,1,11,0,0,0,0,0,72.72727273,1,8,1,0,0,0,0,0,0,31,1,0,0,0,0,13,1,8,1,0,0,0,0,0,https://i.ibb.co/YN3dFnR/player.png
384,RT Lyons,Scotland,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,31,1,0,0,0,0,13,1,0,0,0,0,0,1,0,https://i.ibb.co/YN3dFnR/player.png
385,NG Jones,Ireland,4,42,2,40,0,0,0,1,21,86.96969697,4,42,2,0,0,0,1,21,0,31,1,0,0,0,0,13,4,42,2,0,0,0,1,21,https://i.ibb.co/YN3dFnR/player.png
386,CU Jayasinghe,Sri Lanka,3,49,2,49,0,0,1,0,49,126.9047619,3,49,2,0,0,1,0,49,0,31,1,0,0,0,0,13,3,49,2,0,0,1,0,49,https://i.ibb.co/YN3dFnR/player.png
387,HG Kuhn,South Africa,6,49,2,42,0,0,0,0,12.25,103.3333333,6,49,2,0,0,0,0,12.25,6,49,2,0,0,0,0,12.25,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
388,R McLaren,South Africa,4,9,3,13,0,0,0,0,9,68.75,4,9,3,0,0,0,0,9,1,1,1,0,0,0,0,0,3,8,2,0,0,0,0,8,https://i.ibb.co/YN3dFnR/player.png
389,TR Birt,Australia,3,31,0,34,0,0,0,0,10.33333333,83.04473304,3,31,0,0,0,0,0,10.33333333,3,31,0,0,0,0,0,10.33333333,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
390,SPD Smith,Australia,37,794,9,633,0,4,5,1,28.35714286,111.8453556,10,297,2,0,1,3,0,37.125,11,274,2,0,1,2,0,30.44444444,26,520,7,0,3,3,1,27.36842105,https://i.ibb.co/YN3dFnR/player.png
391,N Deonarine,West Indies,7,55,2,54,0,0,1,3,11,76.66256158,7,55,2,0,0,1,3,11,4,13,0,0,0,0,2,3.25,3,42,2,0,0,1,1,42,https://i.ibb.co/YN3dFnR/player.png
392,NO Miller,West Indies,5,43,4,50,0,0,0,0,43,93.45238095,5,43,4,0,0,0,0,43,3,17,2,0,0,0,0,17,2,26,2,0,0,0,0,0,https://i.ibb.co/YN3dFnR/player.png
393,Shafiul Islam,Bangladesh,6,23,0,33,0,0,0,1,3.833333333,55.6980057,6,23,0,0,0,0,1,3.833333333,1,0,0,0,0,0,1,0,5,23,0,0,0,0,0,4.6,https://i.ibb.co/YN3dFnR/player.png
394,PJ Ingram,New Zealand,3,22,1,36,0,0,0,1,11,35.65217391,3,22,1,0,0,0,1,11,3,22,1,0,0,0,1,11,0,36.5,1,0,0,0,0,13,https://i.ibb.co/YN3dFnR/player.png
395,Khalid Latif,Pakistan,12,237,3,230,0,1,3,0,26.33333333,90.02520857,10,227,3,0,1,3,0,32.42857143,0,31,1,0,0,0,0,13,12,237,3,0,1,3,0,26.33333333,https://i.ibb.co/YN3dFnR/player.png
396,Sarfraz Ahmed,Pakistan,39,812,11,659,0,3,7,2,29,102.1336973,10,201,1,0,0,2,1,22.33333333,7,112,1,0,0,1,1,18.66666667,32,700,10,0,3,6,1,31.81818182,https://i.ibb.co/YN3dFnR/player.png
397,Naved-ul-Hasan,Pakistan,1,1,0,9,0,0,0,0,1,11.11111111,1,1,0,0,0,0,0,1,0,31,1,0,0,0,0,13,1,1,0,0,0,0,0,1,https://i.ibb.co/YN3dFnR/player.png
398,Saeed Ajmal,Pakistan,19,91,9,91,0,0,0,3,9.1,89.46457052,10,40,3,0,0,0,2,5.714285714,0,31,1,0,0,0,0,13,19,91,9,0,0,0,3,9.1,https://i.ibb.co/YN3dFnR/player.png
399,RJ Harris,Australia,1,2,1,1,0,0,0,0,0,200,1,2,1,0,0,0,0,0,0,31,1,0,0,0,0,13,1,2,1,0,0,0,0,0,https://i.ibb.co/YN3dFnR/player.png
400,Imrul Kayes,Bangladesh,13,119,3,141,0,0,1,4,11.9,60.95925813,10,97,3,0,0,1,2,13.85714286,6,67,1,0,0,0,0,13.4,7,52,2,0,0,1,4,10.4,https://i.ibb.co/YN3dFnR/player.png
401,Jahurul Islam,Bangladesh,3,31,0,24,0,0,0,0,10.33333333,120.2279202,3,31,0,0,0,0,0,10.33333333,0,31,1,0,0,0,0,13,3,31,0,0,0,0,0,10.33333333,https://i.ibb.co/YN3dFnR/player.png
402,Suhrawadi Shuvo,Bangladesh,1,1,1,3,0,0,0,0,0,33.33333333,1,1,1,0,0,0,0,0,0,31,1,0,0,0,0,13,1,1,1,0,0,0,0,0,https://i.ibb.co/YN3dFnR/player.png
403,AM Blignaut,Zimbabwe,1,8,0,9,0,0,0,0,8,88.88888889,1,8,0,0,0,0,0,8,0,31,1,0,0,0,0,13,1,8,0,0,0,0,0,8,https://i.ibb.co/YN3dFnR/player.png
404,CR Ervine,Zimbabwe,24,502,4,516,0,3,4,1,25.1,82.62602906,10,288,2,0,3,0,0,36,8,97,2,0,0,2,1,16.16666667,16,405,2,0,3,2,0,28.92857143,https://i.ibb.co/YN3dFnR/player.png
405,CK Coventry,Zimbabwe,12,127,2,90,0,0,1,2,12.7,121.6254579,10,99,2,0,0,1,1,12.375,7,91,0,0,0,1,1,13,5,36,2,0,0,0,1,12,https://i.ibb.co/YN3dFnR/player.png
406,GA Lamb,Zimbabwe,4,32,2,55,0,0,0,1,16,69.48051948,4,32,2,0,0,0,1,16,2,7,1,0,0,0,1,7,2,25,1,0,0,0,0,25,https://i.ibb.co/YN3dFnR/player.png
407,T Maruma,Zimbabwe,9,86,4,91,0,0,0,1,17.2,79.06044573,9,86,4,0,0,0,1,17.2,3,33,1,0,0,0,1,16.5,6,53,3,0,0,0,0,17.66666667,https://i.ibb.co/YN3dFnR/player.png
408,AG Cremer,Zimbabwe,16,68,3,103,0,0,0,3,5.230769231,58.40909091,10,39,1,0,0,0,2,4.333333333,6,22,1,0,0,0,2,4.4,10,46,2,0,0,0,1,5.75,https://i.ibb.co/YN3dFnR/player.png
409,RW Price,Zimbabwe,5,14,1,25,0,0,0,1,3.5,52.12121212,5,14,1,0,0,0,1,3.5,3,5,0,0,0,0,1,1.666666667,2,9,1,0,0,0,0,9,https://i.ibb.co/YN3dFnR/player.png
410,Mohammad Sami,Pakistan,4,21,3,32,0,0,0,0,21,100.3968254,4,21,3,0,0,0,0,21,0,31,1,0,0,0,0,13,4,21,3,0,0,0,0,21,https://i.ibb.co/YN3dFnR/player.png
411,SW Masakadza,Zimbabwe,5,18,1,24,0,0,0,2,4.5,47.85714286,5,18,1,0,0,0,2,4.5,2,9,1,0,0,0,1,9,3,9,0,0,0,0,1,3,https://i.ibb.co/YN3dFnR/player.png
412,AB Barath,West Indies,2,23,0,42,0,0,0,0,11.5,54.09090909,2,23,0,0,0,0,0,11.5,1,8,0,0,0,0,0,8,1,15,0,0,0,0,0,15,https://i.ibb.co/YN3dFnR/player.png
413,DM Bravo,West Indies,18,340,2,335,0,0,6,3,21.25,83.56960832,10,149,1,0,0,2,2,16.55555556,10,171,0,0,0,3,3,17.1,8,169,2,0,0,3,0,28.16666667,https://i.ibb.co/YN3dFnR/player.png
414,M Vijay,India,9,169,0,165,0,0,3,1,18.77777778,83.57607673,9,169,0,0,0,3,1,18.77777778,0,31,1,0,0,0,0,13,9,169,0,0,0,3,1,18.77777778,https://i.ibb.co/YN3dFnR/player.png
415,Asghar Stanikzai,Afghanistan,61,1256,6,1180,0,3,14,4,22.83636364,98.7335704,10,231,1,0,1,2,2,25.66666667,0,31,1,0,0,0,0,13,61,1256,6,0,3,14,4,22.83636364,https://i.ibb.co/YN3dFnR/player.png
416,MJ Lumb,England,27,552,1,422,0,3,4,1,21.23076923,115.5807968,10,212,0,0,1,2,1,21.2,6,103,0,0,0,1,0,17.16666667,21,449,1,0,3,3,1,22.45,https://i.ibb.co/YN3dFnR/player.png
